Bone,Time,XPos,YPos,ZPos,XRot,YRot,ZRot
Left Controller,12:09:45.0157030,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0157750,1.085413,-0.7871134,2.764956,354.2416,100.2209,356.9392
Left Controller,12:09:45.0191090,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0191980,1.085403,-0.7871085,2.764955,354.232,100.2136,356.9333
Left Controller,12:09:45.0295690,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0296510,1.085403,-0.7871085,2.764955,354.232,100.2136,356.9333
Left Controller,12:09:45.0341680,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0342640,1.085385,-0.7871004,2.764963,354.2228,100.2044,356.9344
Left Controller,12:09:45.0435920,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0436690,1.085385,-0.7871004,2.764963,354.2228,100.2044,356.9344
Left Controller,12:09:45.0471210,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0473350,1.085364,-0.7870806,2.764977,354.2076,100.1946,356.9397
Left Controller,12:09:45.0574400,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0575160,1.085364,-0.7870806,2.764977,354.2076,100.1946,356.9397
Left Controller,12:09:45.0648850,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0649950,1.085342,-0.78706,2.764992,354.1932,100.1866,356.951
Left Controller,12:09:45.0714720,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0715400,1.085342,-0.78706,2.764992,354.1932,100.1866,356.951
Left Controller,12:09:45.0749680,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0750670,1.08533,-0.7870479,2.765005,354.1846,100.1739,356.9526
Left Controller,12:09:45.0852750,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0853510,1.08533,-0.7870479,2.765005,354.1846,100.1739,356.9526
Left Controller,12:09:45.0890980,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0891970,1.085324,-0.7870444,2.76501,354.1802,100.1655,356.9539
Left Controller,12:09:45.0993970,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.0994820,1.085324,-0.7870444,2.76501,354.1802,100.1655,356.9539
Left Controller,12:09:45.1027660,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1028550,1.085329,-0.7870583,2.765009,354.1844,100.1642,356.9546
Left Controller,12:09:45.1132310,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1133080,1.085329,-0.7870583,2.765009,354.1844,100.1642,356.9546
Left Controller,12:09:45.1172500,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1173390,1.085338,-0.7870802,2.765005,354.1932,100.1651,356.9542
Left Controller,12:09:45.1271230,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1271970,1.085338,-0.7870802,2.765005,354.1932,100.1651,356.9542
Left Controller,12:09:45.1312070,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1313050,1.08534,-0.7870902,2.765004,354.1967,100.1631,356.9517
Left Controller,12:09:45.1411050,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1411810,1.08534,-0.7870902,2.765004,354.1967,100.1631,356.9517
Left Controller,12:09:45.1443490,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1444590,1.085342,-0.7870976,2.765001,354.2013,100.1566,356.9401
Left Controller,12:09:45.1550640,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1551320,1.085342,-0.7870976,2.765001,354.2013,100.1566,356.9401
Left Controller,12:09:45.1586120,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1587000,1.085338,-0.787091,2.765009,354.1964,100.1495,356.9398
Left Controller,12:09:45.1690230,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1690950,1.085338,-0.787091,2.765009,354.1964,100.1495,356.9398
Left Controller,12:09:45.1727800,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1729460,1.085331,-0.7870754,2.765024,354.1925,100.1391,356.9311
Left Controller,12:09:45.1828930,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1829610,1.085331,-0.7870754,2.765024,354.1925,100.1391,356.9311
Left Controller,12:09:45.1875950,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1877030,1.085321,-0.7870542,2.765041,354.1841,100.1337,356.9357
Left Controller,12:09:45.1969850,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.1970570,1.085321,-0.7870542,2.765041,354.1841,100.1337,356.9357
Left Controller,12:09:45.2012850,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2014100,1.08531,-0.7870466,2.76506,354.1789,100.129,356.9415
Left Controller,12:09:45.2107020,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2108310,1.08531,-0.7870466,2.76506,354.1789,100.129,356.9415
Left Controller,12:09:45.2142930,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2143900,1.085299,-0.7870492,2.765083,354.1797,100.1221,356.9449
Left Controller,12:09:45.2246100,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2246920,1.085299,-0.7870492,2.765083,354.1797,100.1221,356.9449
Left Controller,12:09:45.2280230,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2281160,1.085286,-0.787046,2.765107,354.1776,100.113,356.9455
Left Controller,12:09:45.2386510,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2387150,1.085286,-0.787046,2.765107,354.1776,100.113,356.9455
Left Controller,12:09:45.2423520,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2424410,1.085279,-0.7870456,2.765114,354.1788,100.1085,356.9446
Left Controller,12:09:45.2525840,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2526500,1.085279,-0.7870456,2.765114,354.1788,100.1085,356.9446
Left Controller,12:09:45.2559090,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2560760,1.085273,-0.787049,2.765111,354.1824,100.1067,356.9405
Left Controller,12:09:45.2667720,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2668480,1.085273,-0.787049,2.765111,354.1824,100.1067,356.9405
Left Controller,12:09:45.2722390,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2723530,1.085272,-0.7870535,2.7651,354.1866,100.1071,356.9359
Left Controller,12:09:45.2803880,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2804540,1.085272,-0.7870535,2.7651,354.1866,100.1071,356.9359
Left Controller,12:09:45.2840340,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2841610,1.08527,-0.7870556,2.76509,354.1887,100.1072,356.9315
Left Controller,12:09:45.2942850,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.2943540,1.08527,-0.7870556,2.76509,354.1887,100.1072,356.9315
Left Controller,12:09:45.3001040,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3002140,1.085272,-0.7870471,2.765088,354.187,100.1035,356.928
Left Controller,12:09:45.3082790,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3083450,1.085272,-0.7870471,2.765088,354.187,100.1035,356.928
Left Controller,12:09:45.3117180,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3118160,1.085269,-0.7870415,2.765093,354.1857,100.0997,356.9253
Left Controller,12:09:45.3221720,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3222390,1.085269,-0.7870415,2.765093,354.1857,100.0997,356.9253
Left Controller,12:09:45.3262400,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3263330,1.085268,-0.7870303,2.765105,354.1823,100.0946,356.9247
Left Controller,12:09:45.3361300,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3362000,1.085268,-0.7870303,2.765105,354.1823,100.0946,356.9247
Left Controller,12:09:45.3403260,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3404200,1.085273,-0.7870216,2.765115,354.1795,100.0932,356.9295
Left Controller,12:09:45.3500650,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3501360,1.085273,-0.7870216,2.765115,354.1795,100.0932,356.9295
Left Controller,12:09:45.3534440,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3535870,1.085273,-0.7870114,2.765124,354.1745,100.0928,356.9356
Left Controller,12:09:45.3642330,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3643120,1.085273,-0.7870114,2.765124,354.1745,100.0928,356.9356
Left Controller,12:09:45.3681660,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3682630,1.085268,-0.7870021,2.765126,354.169,100.0977,356.9427
Left Controller,12:09:45.3780800,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3781530,1.085268,-0.7870021,2.765126,354.169,100.0977,356.9427
Left Controller,12:09:45.3835350,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3836390,1.085259,-0.7869939,2.765117,354.1655,100.1056,356.9488
Left Controller,12:09:45.3919940,1.085899,-0.8134227,3.07732,8.294825,93.64059,11.22077
Right Controller,12:09:45.3920660,1.085259,-0.7869939,2.765117,354.1655,100.1056,356.9488
Left Controller,12:09:45.3953900,1.085808,-0.8131931,3.077337,8.220724,93.61042,11.14579
Right Controller,12:09:45.3954840,1.085252,-0.7869912,2.765095,354.1662,100.1142,356.9493
Left Controller,12:09:45.4059100,1.085808,-0.8131931,3.077337,8.220724,93.61042,11.14579
Right Controller,12:09:45.4059820,1.085252,-0.7869912,2.765095,354.1662,100.1142,356.9493
Left Controller,12:09:45.4094150,1.085772,-0.8132235,3.077213,8.218166,93.64201,11.11025
Right Controller,12:09:45.4095150,1.085249,-0.7869943,2.765056,354.1709,100.1268,356.9474
Left Controller,12:09:45.4197960,1.085772,-0.8132235,3.077213,8.218166,93.64201,11.11025
Right Controller,12:09:45.4198710,1.085249,-0.7869943,2.765056,354.1709,100.1268,356.9474
Left Controller,12:09:45.4229440,1.085606,-0.8132293,3.076928,8.160164,93.72356,11.05862
Right Controller,12:09:45.4230350,1.085263,-0.787,2.765011,354.1763,100.1417,356.9444
Left Controller,12:09:45.4338070,1.085606,-0.8132293,3.076928,8.160164,93.72356,11.05862
Right Controller,12:09:45.4338730,1.085263,-0.787,2.765011,354.1763,100.1417,356.9444
Left Controller,12:09:45.4393160,1.085104,-0.8128846,3.076243,7.924078,93.94976,10.94286
Right Controller,12:09:45.4394250,1.085287,-0.7870089,2.764961,354.1845,100.1565,356.9378
Left Controller,12:09:45.4477660,1.085104,-0.8128846,3.076243,7.924078,93.94976,10.94286
Right Controller,12:09:45.4478300,1.085287,-0.7870089,2.764961,354.1845,100.1565,356.9378
Left Controller,12:09:45.4511580,1.083963,-0.8115966,3.075007,7.188054,94.46254,10.72142
Right Controller,12:09:45.4512520,1.085323,-0.787037,2.764906,354.2048,100.1693,356.9233
Left Controller,12:09:45.4617110,1.083963,-0.8115966,3.075007,7.188054,94.46254,10.72142
Right Controller,12:09:45.4617860,1.085323,-0.787037,2.764906,354.2048,100.1693,356.9233
Left Controller,12:09:45.4676530,1.08316,-0.8102324,3.073882,6.434354,94.70982,9.950342
Right Controller,12:09:45.4678190,1.085351,-0.7870638,2.764866,354.2229,100.1815,356.914
Left Controller,12:09:45.4756720,1.08316,-0.8102324,3.073882,6.434354,94.70982,9.950342
Right Controller,12:09:45.4757390,1.085351,-0.7870638,2.764866,354.2229,100.1815,356.914
Left Controller,12:09:45.4799550,1.082508,-0.8091253,3.072638,5.73916,94.71894,8.658267
Right Controller,12:09:45.4800590,1.085373,-0.7870907,2.764841,354.24,100.1916,356.9098
Left Controller,12:09:45.4895770,1.082508,-0.8091253,3.072638,5.73916,94.71894,8.658267
Right Controller,12:09:45.4896520,1.085373,-0.7870907,2.764841,354.24,100.1916,356.9098
Left Controller,12:09:45.4933760,1.08218,-0.8088344,3.071259,5.371542,94.62921,7.217433
Right Controller,12:09:45.4935080,1.085386,-0.7871078,2.764833,354.2518,100.1986,356.9117
Left Controller,12:09:45.5035530,1.08218,-0.8088344,3.071259,5.371542,94.62921,7.217433
Right Controller,12:09:45.5036250,1.085386,-0.7871078,2.764833,354.2518,100.1986,356.9117
Left Controller,12:09:45.5077890,1.082108,-0.8092867,3.070099,5.425229,94.60785,6.331126
Right Controller,12:09:45.5079010,1.085389,-0.7871189,2.764843,354.2574,100.2015,356.9152
Left Controller,12:09:45.5174770,1.082108,-0.8092867,3.070099,5.425229,94.60785,6.331126
Right Controller,12:09:45.5175510,1.085389,-0.7871189,2.764843,354.2574,100.2015,356.9152
Left Controller,12:09:45.5209980,1.082242,-0.8100038,3.069458,5.716793,94.59405,6.043822
Right Controller,12:09:45.5210950,1.085398,-0.7871432,2.764858,354.2674,100.2028,356.9206
Left Controller,12:09:45.5314790,1.082242,-0.8100038,3.069458,5.716793,94.59405,6.043822
Right Controller,12:09:45.5315510,1.085398,-0.7871432,2.764858,354.2674,100.2028,356.9206
Left Controller,12:09:45.5362010,1.082412,-0.8103329,3.069363,5.956286,94.57088,6.10455
Right Controller,12:09:45.5363160,1.085414,-0.7871717,2.76486,354.279,100.2051,356.9255
Left Controller,12:09:45.5450480,1.082412,-0.8103329,3.069363,5.956286,94.57088,6.10455
Right Controller,12:09:45.5451320,1.085414,-0.7871717,2.76486,354.279,100.2051,356.9255
Left Controller,12:09:45.5487800,1.082509,-0.8100557,3.069828,5.954632,94.53915,6.42943
Right Controller,12:09:45.5488790,1.08544,-0.7872189,2.764863,354.2975,100.2092,356.9337
Left Controller,12:09:45.5589280,1.082509,-0.8100557,3.069828,5.954632,94.53915,6.42943
Right Controller,12:09:45.5589960,1.08544,-0.7872189,2.764863,354.2975,100.2092,356.9337
Left Controller,12:09:45.5623530,1.08257,-0.8096408,3.070361,5.837985,94.54778,6.783657
Right Controller,12:09:45.5624510,1.085474,-0.7872549,2.764873,354.3127,100.2094,356.9394
Left Controller,12:09:45.5729270,1.08257,-0.8096408,3.070361,5.837985,94.54778,6.783657
Right Controller,12:09:45.5730070,1.085474,-0.7872549,2.764873,354.3127,100.2094,356.9394
Left Controller,12:09:45.5774260,1.083021,-0.8096656,3.07185,5.985195,94.49337,7.881435
Right Controller,12:09:45.5775350,1.085506,-0.7872773,2.764889,354.3253,100.2072,356.9387
Left Controller,12:09:45.5869490,1.083021,-0.8096656,3.07185,5.985195,94.49337,7.881435
Right Controller,12:09:45.5870320,1.085506,-0.7872773,2.764889,354.3253,100.2072,356.9387
Left Controller,12:09:45.5908580,1.083534,-0.8097307,3.073005,6.094898,94.42826,8.669507
Right Controller,12:09:45.5909680,1.085537,-0.7872975,2.764905,354.3355,100.2065,356.9427
Left Controller,12:09:45.6007920,1.083534,-0.8097307,3.073005,6.094898,94.42826,8.669507
Right Controller,12:09:45.6008870,1.085537,-0.7872975,2.764905,354.3355,100.2065,356.9427
Left Controller,12:09:45.6043860,1.084521,-0.8104338,3.074867,6.564205,94.17289,9.786997
Right Controller,12:09:45.6044780,1.085574,-0.7873251,2.764927,354.3499,100.2096,356.9523
Left Controller,12:09:45.6147670,1.084521,-0.8104338,3.074867,6.564205,94.17289,9.786997
Right Controller,12:09:45.6148390,1.085574,-0.7873251,2.764927,354.3499,100.2096,356.9523
Left Controller,12:09:45.6183780,1.085345,-0.8115716,3.076305,7.209198,93.84869,10.49437
Right Controller,12:09:45.6184830,1.085609,-0.787363,2.764953,354.3676,100.2148,356.9651
Left Controller,12:09:45.6287330,1.085345,-0.8115716,3.076305,7.209198,93.84869,10.49437
Right Controller,12:09:45.6287980,1.085609,-0.787363,2.764953,354.3676,100.2148,356.9651
Left Controller,12:09:45.6340660,1.086015,-0.8126317,3.077583,7.853715,93.56879,11.13634
Right Controller,12:09:45.6341670,1.085627,-0.7873992,2.764992,354.3811,100.2148,356.981
Left Controller,12:09:45.6426710,1.086015,-0.8126317,3.077583,7.853715,93.56879,11.13634
Right Controller,12:09:45.6427540,1.085627,-0.7873992,2.764992,354.3811,100.2148,356.981
Left Controller,12:09:45.6461980,1.086433,-0.8132689,3.07856,8.288659,93.37562,11.65968
Right Controller,12:09:45.6463140,1.085632,-0.7874283,2.765035,354.3895,100.2109,356.997
Left Controller,12:09:45.6566890,1.086433,-0.8132689,3.07856,8.288659,93.37562,11.65968
Right Controller,12:09:45.6567540,1.085632,-0.7874283,2.765035,354.3895,100.2109,356.997
Left Controller,12:09:45.6601390,1.086627,-0.8137074,3.079056,8.575657,93.27143,11.91289
Right Controller,12:09:45.6602320,1.08564,-0.7874554,2.765058,354.4011,100.2149,357.0105
Left Controller,12:09:45.6705360,1.086627,-0.8137074,3.079056,8.575657,93.27143,11.91289
Right Controller,12:09:45.6706100,1.08564,-0.7874554,2.765058,354.4011,100.2149,357.0105
Left Controller,12:09:45.6741060,1.08651,-0.81349,3.079156,8.536236,93.33028,12.18733
Right Controller,12:09:45.6742400,1.085652,-0.7874849,2.765064,354.4147,100.2258,357.0228
Left Controller,12:09:45.6845020,1.08651,-0.81349,3.079156,8.536236,93.33028,12.18733
Right Controller,12:09:45.6845760,1.085652,-0.7874849,2.765064,354.4147,100.2258,357.0228
Left Controller,12:09:45.6905740,1.086299,-0.8132407,3.078846,8.390911,93.45314,12.23082
Right Controller,12:09:45.6906700,1.085664,-0.7875126,2.765072,354.4265,100.2329,357.0313
Left Controller,12:09:45.6986010,1.086299,-0.8132407,3.078846,8.390911,93.45314,12.23082
Right Controller,12:09:45.6986720,1.085664,-0.7875126,2.765072,354.4265,100.2329,357.0313
Left Controller,12:09:45.7021920,1.085982,-0.8127644,3.078307,8.144648,93.61959,12.16109
Right Controller,12:09:45.7022940,1.0857,-0.7875512,2.765095,354.4427,100.2482,357.0615
Left Controller,12:09:45.7125970,1.085982,-0.8127644,3.078307,8.144648,93.61959,12.16109
Right Controller,12:09:45.7126690,1.0857,-0.7875512,2.765095,354.4427,100.2482,357.0615
Left Controller,12:09:45.7161250,1.085705,-0.8125528,3.077522,7.943596,93.71127,11.66937
Right Controller,12:09:45.7162170,1.085728,-0.7875804,2.76513,354.4532,100.2511,357.0808
Left Controller,12:09:45.7263120,1.085705,-0.8125528,3.077522,7.943596,93.71127,11.66937
Right Controller,12:09:45.7264400,1.085728,-0.7875804,2.76513,354.4532,100.2511,357.0808
Left Controller,12:09:45.7304880,1.085554,-0.8124342,3.077081,7.822825,93.74033,11.30159
Right Controller,12:09:45.7306400,1.08575,-0.7876067,2.765175,354.4652,100.2519,357.1077
Left Controller,12:09:45.7403460,1.085554,-0.8124342,3.077081,7.822825,93.74033,11.30159
Right Controller,12:09:45.7404200,1.08575,-0.7876067,2.765175,354.4652,100.2519,357.1077
Left Controller,12:09:45.7438180,1.085537,-0.8123946,3.076937,7.747206,93.7466,11.04218
Right Controller,12:09:45.7439750,1.085754,-0.787625,2.765213,354.4713,100.2548,357.1292
Left Controller,12:09:45.7542750,1.085537,-0.8123946,3.076937,7.747206,93.7466,11.04218
Right Controller,12:09:45.7543530,1.085754,-0.787625,2.765213,354.4713,100.2548,357.1292
Left Controller,12:09:45.7579960,1.085465,-0.812376,3.076722,7.732946,93.76369,10.97137
