Bone,Time,XPos,YPos,ZPos,XRot,YRot,ZRot
Right Controller,12:09:09.7919970,1.100946,-0.8011872,2.746893,1.05338,108.9508,357.5023
Left Controller,12:09:09.8028720,1.085045,-0.8146466,3.077696,9.211706,94.661,13.24261
Right Controller,12:09:09.8029430,1.100946,-0.8011872,2.746893,1.05338,108.9508,357.5023
Left Controller,12:09:09.8050290,1.08504,-0.8146476,3.077704,9.215182,94.6395,13.19343
Right Controller,12:09:09.8051170,1.100432,-0.8026469,2.746017,1.084314,108.3676,356.765
Left Controller,12:09:09.8168400,1.08504,-0.8146476,3.077704,9.215182,94.6395,13.19343
Right Controller,12:09:09.8169290,1.100432,-0.8026469,2.746017,1.084314,108.3676,356.765
Left Controller,12:09:09.8191080,1.08504,-0.8145999,3.077643,9.197742,94.59417,13.07044
Right Controller,12:09:09.8191930,1.099834,-0.8041755,2.745475,0.9326926,107.633,355.7616
Left Controller,12:09:09.8307230,1.08504,-0.8145999,3.077643,9.197742,94.59417,13.07044
Right Controller,12:09:09.8307920,1.099834,-0.8041755,2.745475,0.9326926,107.633,355.7616
Left Controller,12:09:09.8339570,1.084981,-0.8144652,3.077358,9.14092,94.51694,12.78051
Right Controller,12:09:09.8340530,1.099375,-0.8060052,2.745139,0.7293136,107.2463,355.2932
Left Controller,12:09:09.8445960,1.084981,-0.8144652,3.077358,9.14092,94.51694,12.78051
Right Controller,12:09:09.8446610,1.099375,-0.8060052,2.745139,0.7293136,107.2463,355.2932
Left Controller,12:09:09.8467750,1.084986,-0.8144513,3.077282,9.114481,94.4693,12.63547
Right Controller,12:09:09.8468590,1.099571,-0.8080012,2.744293,1.624065,107.3805,354.7748
Left Controller,12:09:09.8585190,1.084986,-0.8144513,3.077282,9.114481,94.4693,12.63547
Right Controller,12:09:09.8585840,1.099571,-0.8080012,2.744293,1.624065,107.3805,354.7748
Left Controller,12:09:09.8611930,1.085002,-0.8144925,3.077338,9.082337,94.46165,12.63059
Right Controller,12:09:09.8612900,1.10065,-0.8103472,2.742233,5.14237,108.3754,354.1659
Left Controller,12:09:09.8724830,1.085002,-0.8144925,3.077338,9.082337,94.46165,12.63059
Right Controller,12:09:09.8725460,1.10065,-0.8103472,2.742233,5.14237,108.3754,354.1659
Left Controller,12:09:09.8751080,1.085085,-0.8145973,3.077463,9.132736,94.43697,12.66935
Right Controller,12:09:09.8752040,1.100014,-0.8081427,2.7415,6.503951,108.6656,352.3845
Left Controller,12:09:09.8864520,1.085085,-0.8145973,3.077463,9.132736,94.43697,12.66935
Right Controller,12:09:09.8865470,1.100014,-0.8081427,2.7415,6.503951,108.6656,352.3845
Left Controller,12:09:09.8892510,1.085146,-0.8146484,3.077583,9.178089,94.39468,12.68124
Right Controller,12:09:09.8893410,1.098179,-0.801467,2.742463,5.024184,108.3901,351.2905
Left Controller,12:09:09.9003810,1.085146,-0.8146484,3.077583,9.178089,94.39468,12.68124
Right Controller,12:09:09.9004540,1.098179,-0.801467,2.742463,5.024184,108.3901,351.2905
Left Controller,12:09:09.9025000,1.085181,-0.8145703,3.077736,9.173179,94.3568,12.72543
Right Controller,12:09:09.9025960,1.09565,-0.793765,2.74519,0.8187404,107.3547,351.1844
Left Controller,12:09:09.9141940,1.085181,-0.8145703,3.077736,9.173179,94.3568,12.72543
Right Controller,12:09:09.9142770,1.09565,-0.793765,2.74519,0.8187404,107.3547,351.1844
Left Controller,12:09:09.9167800,1.085156,-0.8143832,3.077879,9.108055,94.3736,12.84239
Right Controller,12:09:09.9168660,1.09417,-0.7892278,2.74797,357.6664,106.4985,352.2646
Left Controller,12:09:09.9281440,1.085156,-0.8143832,3.077879,9.108055,94.3736,12.84239
Right Controller,12:09:09.9282060,1.09417,-0.7892278,2.74797,357.6664,106.4985,352.2646
Left Controller,12:09:09.9311210,1.085115,-0.814189,3.078088,9.028395,94.40195,13.03455
Right Controller,12:09:09.9312470,1.094372,-0.7892479,2.74995,356.728,106.1961,353.5568
Left Controller,12:09:09.9420780,1.085115,-0.814189,3.078088,9.028395,94.40195,13.03455
Right Controller,12:09:09.9421450,1.094372,-0.7892479,2.74995,356.728,106.1961,353.5568
Left Controller,12:09:09.9442350,1.085149,-0.8142762,3.078166,9.030375,94.37901,13.08737
Right Controller,12:09:09.9443210,1.094806,-0.7913507,2.751774,357.1564,106.1425,354.2701
Left Controller,12:09:09.9559980,1.085149,-0.8142762,3.078166,9.030375,94.37901,13.08737
Right Controller,12:09:09.9560640,1.094806,-0.7913507,2.751774,357.1564,106.1425,354.2701
Left Controller,12:09:09.9586140,1.085186,-0.8144207,3.078218,9.065628,94.33929,13.08516
Right Controller,12:09:09.9587130,1.094796,-0.7932254,2.75464,357.6956,105.7321,354.9098
Left Controller,12:09:09.9699270,1.085186,-0.8144207,3.078218,9.065628,94.33929,13.08516
Right Controller,12:09:09.9700010,1.094796,-0.7932254,2.75464,357.6956,105.7321,354.9098
Left Controller,12:09:09.9722750,1.085204,-0.8144826,3.078269,9.102123,94.32266,13.09332
Right Controller,12:09:09.9723650,1.094324,-0.7935932,2.758399,357.6834,104.9757,356.1992
Left Controller,12:09:09.9839340,1.085204,-0.8144826,3.078269,9.102123,94.32266,13.09332
Right Controller,12:09:09.9840030,1.094324,-0.7935932,2.758399,357.6834,104.9757,356.1992
Left Controller,12:09:09.9867360,1.085194,-0.8144413,3.078332,9.093372,94.30591,13.11362
Right Controller,12:09:09.9868260,1.093581,-0.7925826,2.761932,357.0634,104.2134,357.8269
Left Controller,12:09:09.9978290,1.085194,-0.8144413,3.078332,9.093372,94.30591,13.11362
Right Controller,12:09:09.9979010,1.093581,-0.7925826,2.761932,357.0634,104.2134,357.8269
Left Controller,12:09:10.0007750,1.085151,-0.8143047,3.078372,9.047215,94.29163,13.11006
Right Controller,12:09:10.0008720,1.092642,-0.7909527,2.764496,356.1213,103.7501,359.2787
Left Controller,12:09:10.0117470,1.085151,-0.8143047,3.078372,9.047215,94.29163,13.11006
Right Controller,12:09:10.0118460,1.092642,-0.7909527,2.764496,356.1213,103.7501,359.2787
Left Controller,12:09:10.0141890,1.085074,-0.814132,3.078401,8.974775,94.28426,13.11161
Right Controller,12:09:10.0142810,1.091684,-0.7895093,2.766257,355.2109,103.3164,0.05339551
Left Controller,12:09:10.0255750,1.085074,-0.814132,3.078401,8.974775,94.28426,13.11161
Right Controller,12:09:10.0256380,1.091684,-0.7895093,2.766257,355.2109,103.3164,0.05339551
Left Controller,12:09:10.0280640,1.084983,-0.8140388,3.078432,8.916723,94.27991,13.10988
Right Controller,12:09:10.0281570,1.090922,-0.7887225,2.767766,354.6224,102.7275,0.2706963
Left Controller,12:09:10.0395800,1.084983,-0.8140388,3.078432,8.916723,94.27991,13.10988
Right Controller,12:09:10.0396520,1.090922,-0.7887225,2.767766,354.6224,102.7275,0.2706963
Left Controller,12:09:10.0418830,1.084951,-0.814109,3.078458,8.92938,94.26025,13.09099
Right Controller,12:09:10.0419800,1.090423,-0.7883575,2.769171,354.2492,102.1251,0.4738097
Left Controller,12:09:10.0535030,1.084951,-0.814109,3.078458,8.92938,94.26025,13.09099
Right Controller,12:09:10.0535720,1.090423,-0.7883575,2.769171,354.2492,102.1251,0.4738097
Left Controller,12:09:10.0561880,1.084927,-0.8141998,3.078516,8.968596,94.2207,13.05622
Right Controller,12:09:10.0562740,1.090105,-0.7884699,2.77038,354.1647,101.4753,0.4369982
Left Controller,12:09:10.0675120,1.084927,-0.8141998,3.078516,8.968596,94.2207,13.05622
Right Controller,12:09:10.0675750,1.090105,-0.7884699,2.77038,354.1647,101.4753,0.4369982
Left Controller,12:09:10.0697820,1.084884,-0.8142089,3.078639,8.980889,94.17797,13.0427
Right Controller,12:09:10.0698740,1.089867,-0.7885222,2.771214,354.1388,101.1121,0.5681174
Left Controller,12:09:10.0813000,1.084884,-0.8142089,3.078639,8.980889,94.17797,13.0427
Right Controller,12:09:10.0813700,1.089867,-0.7885222,2.771214,354.1388,101.1121,0.5681174
Left Controller,12:09:10.0838310,1.084812,-0.8140929,3.078791,8.93974,94.15177,13.07417
Right Controller,12:09:10.0839270,1.089594,-0.7883247,2.771739,354.0728,100.9637,0.7839333
Left Controller,12:09:10.0952490,1.084812,-0.8140929,3.078791,8.93974,94.15177,13.07417
Right Controller,12:09:10.0953160,1.089594,-0.7883247,2.771739,354.0728,100.9637,0.7839333
Left Controller,12:09:10.0976500,1.084721,-0.8139102,3.078961,8.866568,94.11057,13.11374
Right Controller,12:09:10.0977560,1.089177,-0.787892,2.772141,353.9063,100.7893,0.8421409
Left Controller,12:09:10.1091340,1.084721,-0.8139102,3.078961,8.866568,94.11057,13.11374
Right Controller,12:09:10.1091990,1.089177,-0.787892,2.772141,353.9063,100.7893,0.8421409
Left Controller,12:09:10.1117640,1.084682,-0.8138342,3.079057,8.827124,94.06493,13.12582
Right Controller,12:09:10.1118610,1.088614,-0.787349,2.772319,353.7148,100.4817,0.4961359
Left Controller,12:09:10.1230570,1.084682,-0.8138342,3.079057,8.827124,94.06493,13.12582
Right Controller,12:09:10.1231700,1.088614,-0.787349,2.772319,353.7148,100.4817,0.4961359
Left Controller,12:09:10.1253210,1.084686,-0.8138614,3.079119,8.826067,94.02734,13.12521
Right Controller,12:09:10.1254130,1.08819,-0.7869716,2.772777,353.5018,100.122,0.3865581
Left Controller,12:09:10.1370260,1.084686,-0.8138614,3.079119,8.826067,94.02734,13.12521
Right Controller,12:09:10.1370960,1.08819,-0.7869716,2.772777,353.5018,100.122,0.3865581
Left Controller,12:09:10.1398560,1.084686,-0.8138746,3.079198,8.824549,94.00159,13.13752
Right Controller,12:09:10.1399460,1.087929,-0.7868111,2.772851,353.4377,99.81219,0.05986245
Left Controller,12:09:10.1509110,1.084686,-0.8138746,3.079198,8.824549,94.00159,13.13752
Right Controller,12:09:10.1509770,1.087929,-0.7868111,2.772851,353.4377,99.81219,0.05986245
Left Controller,12:09:10.1541620,1.084687,-0.8138314,3.079304,8.807077,93.9596,13.14034
Right Controller,12:09:10.1542620,1.087986,-0.7868276,2.772511,353.5695,99.70155,359.63
Left Controller,12:09:10.1648060,1.084687,-0.8138314,3.079304,8.807077,93.9596,13.14034
Right Controller,12:09:10.1648800,1.087986,-0.7868276,2.772511,353.5695,99.70155,359.63
Left Controller,12:09:10.1673560,1.084683,-0.8137537,3.079419,8.781767,93.90389,13.12831
Right Controller,12:09:10.1674450,1.087903,-0.7866312,2.772515,353.5301,99.61953,359.5158
Left Controller,12:09:10.1916940,1.084683,-0.8137537,3.079419,8.781767,93.90389,13.12831
Right Controller,12:09:10.1917720,1.087903,-0.7866312,2.772515,353.5301,99.61953,359.5158
Left Controller,12:09:10.1949060,1.08469,-0.8136522,3.079603,8.724815,93.80581,13.12116
Right Controller,12:09:10.1950020,1.087989,-0.7865246,2.77136,353.5001,100.24,359.477
Left Controller,12:09:10.2055970,1.08469,-0.8136522,3.079603,8.724815,93.80581,13.12116
Right Controller,12:09:10.2056690,1.087989,-0.7865246,2.77136,353.5001,100.24,359.477
Left Controller,12:09:10.2080280,1.084704,-0.8136891,3.079665,8.732736,93.77351,13.12271
Right Controller,12:09:10.2081180,1.088202,-0.7868205,2.770666,353.6132,100.5711,359.4514
Left Controller,12:09:10.2195770,1.084704,-0.8136891,3.079665,8.732736,93.77351,13.12271
Right Controller,12:09:10.2196470,1.088202,-0.7868205,2.770666,353.6132,100.5711,359.4514
Left Controller,12:09:10.2214600,1.084741,-0.8137397,3.079741,8.755113,93.73922,13.14301
Right Controller,12:09:10.2215460,1.08845,-0.7871704,2.770203,353.8199,100.762,359.3614
Left Controller,12:09:10.2335560,1.084741,-0.8137397,3.079741,8.755113,93.73922,13.14301
Right Controller,12:09:10.2336250,1.08845,-0.7871704,2.770203,353.8199,100.762,359.3614
Left Controller,12:09:10.2364500,1.084774,-0.8137857,3.07984,8.780833,93.70051,13.1547
Right Controller,12:09:10.2365430,1.088481,-0.7873292,2.769927,353.9534,100.8459,359.2351
Left Controller,12:09:10.2474890,1.084774,-0.8137857,3.07984,8.780833,93.70051,13.1547
Right Controller,12:09:10.2475570,1.088481,-0.7873292,2.769927,353.9534,100.8459,359.2351
Left Controller,12:09:10.2499850,1.084787,-0.8137608,3.079917,8.773561,93.68144,13.17523
Right Controller,12:09:10.2500730,1.088437,-0.7872906,2.769606,354.0005,100.8898,359.0884
Left Controller,12:09:10.2614410,1.084787,-0.8137608,3.079917,8.773561,93.68144,13.17523
Right Controller,12:09:10.2615060,1.088437,-0.7872906,2.769606,354.0005,100.8898,359.0884
Left Controller,12:09:10.2636270,1.084784,-0.8136815,3.079975,8.740423,93.66523,13.18819
Right Controller,12:09:10.2637280,1.088255,-0.7870293,2.769526,353.9215,100.8893,359.0222
Left Controller,12:09:10.2754150,1.084784,-0.8136815,3.079975,8.740423,93.66523,13.18819
Right Controller,12:09:10.2754910,1.088255,-0.7870293,2.769526,353.9215,100.8893,359.0222
Left Controller,12:09:10.2777360,1.084767,-0.8135877,3.080022,8.692791,93.65865,13.21036
Right Controller,12:09:10.2778400,1.088054,-0.786746,2.769504,353.7998,100.8904,358.9989
Left Controller,12:09:10.2893520,1.084767,-0.8135877,3.080022,8.692791,93.65865,13.21036
Right Controller,12:09:10.2894270,1.088054,-0.786746,2.769504,353.7998,100.8904,358.9989
Left Controller,12:09:10.2918810,1.084753,-0.8135446,3.080045,8.664049,93.65999,13.22756
Right Controller,12:09:10.2919820,1.08759,-0.7861556,2.769511,353.4715,100.8552,358.9606
Left Controller,12:09:10.3033170,1.084753,-0.8135446,3.080045,8.664049,93.65999,13.22756
Right Controller,12:09:10.3033860,1.08759,-0.7861556,2.769511,353.4715,100.8552,358.9606
Left Controller,12:09:10.3056270,1.08475,-0.8135463,3.080058,8.65857,93.67374,13.25116
Right Controller,12:09:10.3057240,1.087366,-0.7858859,2.769514,353.3088,100.8149,358.9205
Left Controller,12:09:10.3172550,1.08475,-0.8135463,3.080058,8.65857,93.67374,13.25116
Right Controller,12:09:10.3173240,1.087366,-0.7858859,2.769514,353.3088,100.8149,358.9205
Left Controller,12:09:10.3196140,1.084749,-0.8135453,3.080056,8.657797,93.67666,13.2443
Right Controller,12:09:10.3197030,1.087289,-0.7858168,2.769579,353.2407,100.744,358.9102
Left Controller,12:09:10.3312520,1.084749,-0.8135453,3.080056,8.657797,93.67666,13.2443
Right Controller,12:09:10.3313220,1.087289,-0.7858168,2.769579,353.2407,100.744,358.9102
Left Controller,12:09:10.3345700,1.084737,-0.8135009,3.080056,8.641508,93.6767,13.23299
Right Controller,12:09:10.3346720,1.087333,-0.7858759,2.769632,353.2695,100.7104,358.927
Left Controller,12:09:10.3451730,1.084737,-0.8135009,3.080056,8.641508,93.6767,13.23299
Right Controller,12:09:10.3452460,1.087333,-0.7858759,2.769632,353.2695,100.7104,358.927
Left Controller,12:09:10.3475780,1.084722,-0.8134546,3.08005,8.625475,93.68905,13.24514
Right Controller,12:09:10.3476790,1.087356,-0.7859007,2.769626,353.2928,100.7261,358.9628
Left Controller,12:09:10.3590240,1.084722,-0.8134546,3.08005,8.625475,93.68905,13.24514
Right Controller,12:09:10.3590900,1.087356,-0.7859007,2.769626,353.2928,100.7261,358.9628
Left Controller,12:09:10.3610210,1.084703,-0.8134314,3.080039,8.615573,93.71007,13.27984
Right Controller,12:09:10.3611150,1.087313,-0.7858729,2.769605,353.276,100.7423,358.979
Left Controller,12:09:10.3729630,1.084703,-0.8134314,3.080039,8.615573,93.71007,13.27984
Right Controller,12:09:10.3730390,1.087313,-0.7858729,2.769605,353.276,100.7423,358.979
Left Controller,12:09:10.3754780,1.084702,-0.8134609,3.080025,8.626488,93.72046,13.29194
Right Controller,12:09:10.3755770,1.08729,-0.7858611,2.769577,353.26,100.7433,358.9765
Left Controller,12:09:10.3870050,1.084702,-0.8134609,3.080025,8.626488,93.72046,13.29194
Right Controller,12:09:10.3870720,1.08729,-0.7858611,2.769577,353.26,100.7433,358.9765
Left Controller,12:09:10.3900700,1.084712,-0.8135105,3.08002,8.649133,93.71146,13.26648
Right Controller,12:09:10.3901730,1.087287,-0.7858877,2.769534,353.2662,100.7437,358.9679
Left Controller,12:09:10.4009580,1.084712,-0.8135105,3.08002,8.649133,93.71146,13.26648
Right Controller,12:09:10.4010300,1.087287,-0.7858877,2.769534,353.2662,100.7437,358.9679
Left Controller,12:09:10.4033130,1.084724,-0.8135456,3.080018,8.663425,93.70321,13.24016
Right Controller,12:09:10.4034290,1.087313,-0.7859426,2.769449,353.2933,100.7598,358.957
Left Controller,12:09:10.4148640,1.084724,-0.8135456,3.080018,8.663425,93.70321,13.24016
Right Controller,12:09:10.4149290,1.087313,-0.7859426,2.769449,353.2933,100.7598,358.957
Left Controller,12:09:10.4172560,1.084728,-0.8135403,3.080024,8.663169,93.70674,13.24496
Right Controller,12:09:10.4173500,1.087358,-0.7860395,2.769252,353.3474,100.7946,358.9011
Left Controller,12:09:10.4287110,1.084728,-0.8135403,3.080024,8.663169,93.70674,13.24496
Right Controller,12:09:10.4287820,1.087358,-0.7860395,2.769252,353.3474,100.7946,358.9011
Left Controller,12:09:10.4319360,1.084736,-0.8135229,3.080036,8.661,93.71905,13.26914
Right Controller,12:09:10.4320500,1.087432,-0.7861758,2.768984,353.4252,100.8408,358.825
Left Controller,12:09:10.4427370,1.084736,-0.8135229,3.080036,8.661,93.71905,13.26914
Right Controller,12:09:10.4428080,1.087432,-0.7861758,2.768984,353.4252,100.8408,358.825
Left Controller,12:09:10.4453510,1.084739,-0.8135093,3.080039,8.66169,93.73299,13.29073
Right Controller,12:09:10.4454710,1.087715,-0.7866285,2.768347,353.657,101.0166,358.7097
Left Controller,12:09:10.4567830,1.084739,-0.8135093,3.080039,8.66169,93.73299,13.29073
Right Controller,12:09:10.4568490,1.087715,-0.7866285,2.768347,353.657,101.0166,358.7097
Left Controller,12:09:10.4593830,1.084745,-0.8135322,3.080029,8.670123,93.74725,13.30344
Right Controller,12:09:10.4594780,1.088373,-0.7876706,2.768054,354.038,101.4691,359.3946
Left Controller,12:09:10.4705670,1.084745,-0.8135322,3.080029,8.670123,93.74725,13.30344
Right Controller,12:09:10.4706390,1.088373,-0.7876706,2.768054,354.038,101.4691,359.3946
Left Controller,12:09:10.4729460,1.084768,-0.8135816,3.080021,8.689732,93.74889,13.28952
Right Controller,12:09:10.4730450,1.08874,-0.7883584,2.767874,354.259,101.7881,359.9066
Left Controller,12:09:10.4861140,1.084768,-0.8135816,3.080021,8.689732,93.74889,13.28952
Right Controller,12:09:10.4861780,1.08874,-0.7883584,2.767874,354.259,101.7881,359.9066
Left Controller,12:09:10.4890720,1.084787,-0.8135843,3.080015,8.693906,93.74986,13.27278
Right Controller,12:09:10.4891630,1.088913,-0.7887136,2.767704,354.5191,101.8855,359.9289
Left Controller,12:09:10.5000210,1.084787,-0.8135843,3.080015,8.693906,93.74986,13.27278
Right Controller,12:09:10.5000910,1.088913,-0.7887136,2.767704,354.5191,101.8855,359.9289
Left Controller,12:09:10.5029520,1.084776,-0.8135226,3.080005,8.671323,93.76984,13.28696
Right Controller,12:09:10.5030680,1.08859,-0.7881876,2.767694,354.445,101.571,359.3757
Left Controller,12:09:10.5136840,1.084776,-0.8135226,3.080005,8.671323,93.76984,13.28696
Right Controller,12:09:10.5137520,1.08859,-0.7881876,2.767694,354.445,101.571,359.3757
Left Controller,12:09:10.5162130,1.08475,-0.8134354,3.079978,8.639268,93.80987,13.33078
Right Controller,12:09:10.5163140,1.088411,-0.7877979,2.767791,354.3026,101.4402,359.1941
Left Controller,12:09:10.5274060,1.08475,-0.8134354,3.079978,8.639268,93.80987,13.33078
Right Controller,12:09:10.5274710,1.088411,-0.7877979,2.767791,354.3026,101.4402,359.1941
Left Controller,12:09:10.5302990,1.084754,-0.8134506,3.079964,8.645672,93.82172,13.34669
Right Controller,12:09:10.5304030,1.088348,-0.7876292,2.767917,354.1427,101.362,359.1526
Left Controller,12:09:10.5412010,1.084754,-0.8134506,3.079964,8.645672,93.82172,13.34669
Right Controller,12:09:10.5412690,1.088348,-0.7876292,2.767917,354.1427,101.362,359.1526
Left Controller,12:09:10.5434960,1.084794,-0.8135641,3.079955,8.69436,93.80737,13.32958
Right Controller,12:09:10.5436540,1.088345,-0.7875831,2.767797,354.1083,101.3395,359.0537
Left Controller,12:09:10.5548860,1.084794,-0.8135641,3.079955,8.69436,93.80737,13.32958
Right Controller,12:09:10.5549570,1.088345,-0.7875831,2.767797,354.1083,101.3395,359.0537
Left Controller,12:09:10.5575760,1.084816,-0.8136064,3.079948,8.714339,93.80219,13.32433
Right Controller,12:09:10.5576710,1.088371,-0.7875909,2.767582,354.1423,101.3465,358.9233
Left Controller,12:09:10.5686200,1.084816,-0.8136064,3.079948,8.714339,93.80219,13.32433
Right Controller,12:09:10.5687080,1.088371,-0.7875909,2.767582,354.1423,101.3465,358.9233
Left Controller,12:09:10.5709920,1.084841,-0.8136125,3.079941,8.720352,93.80574,13.32838
Right Controller,12:09:10.5710930,1.088349,-0.7875308,2.767403,354.145,101.3652,358.827
Left Controller,12:09:10.5827170,1.084841,-0.8136125,3.079941,8.720352,93.80574,13.32838
Right Controller,12:09:10.5827910,1.088349,-0.7875308,2.767403,354.145,101.3652,358.827
Left Controller,12:09:10.5851710,1.084848,-0.8135914,3.07993,8.714247,93.81541,13.33792
Right Controller,12:09:10.5852590,1.088247,-0.7873037,2.767238,354.0775,101.3678,358.7126
Left Controller,12:09:10.5969150,1.084848,-0.8135914,3.07993,8.714247,93.81541,13.33792
Right Controller,12:09:10.5969850,1.088247,-0.7873037,2.767238,354.0775,101.3678,358.7126
Left Controller,12:09:10.5996770,1.08486,-0.813598,3.079914,8.719345,93.82767,13.34976
Right Controller,12:09:10.5998680,1.088068,-0.786958,2.767152,353.9493,101.3074,358.5506
Left Controller,12:09:10.6110080,1.08486,-0.813598,3.079914,8.719345,93.82767,13.34976
Right Controller,12:09:10.6110810,1.088068,-0.786958,2.767152,353.9493,101.3074,358.5506
Left Controller,12:09:10.6134870,1.084887,-0.8136596,3.079883,8.745635,93.84182,13.35486
Right Controller,12:09:10.6135890,1.087831,-0.7865264,2.767136,353.7678,101.1764,358.3278
Left Controller,12:09:10.6250340,1.084887,-0.8136596,3.079883,8.745635,93.84182,13.35486
Right Controller,12:09:10.6251000,1.087831,-0.7865264,2.767136,353.7678,101.1764,358.3278
Left Controller,12:09:10.6276060,1.084909,-0.8137167,3.079841,8.770579,93.85612,13.35435
Right Controller,12:09:10.6276920,1.087642,-0.7861773,2.767189,353.6133,101.0305,358.1085
Left Controller,12:09:10.6387730,1.084909,-0.8137167,3.079841,8.770579,93.85612,13.35435
Right Controller,12:09:10.6388450,1.087642,-0.7861773,2.767189,353.6133,101.0305,358.1085
Left Controller,12:09:10.6414320,1.084909,-0.8137416,3.079787,8.78181,93.87733,13.35392
Right Controller,12:09:10.6415370,1.087389,-0.7858849,2.76734,353.4619,100.9064,357.9697
Left Controller,12:09:10.6528400,1.084909,-0.8137416,3.079787,8.78181,93.87733,13.35392
Right Controller,12:09:10.6529110,1.087389,-0.7858849,2.76734,353.4619,100.9064,357.9697
Left Controller,12:09:10.6551670,1.084906,-0.813737,3.079719,8.779128,93.90161,13.34222
Right Controller,12:09:10.6552530,1.087116,-0.7856396,2.767657,353.2478,100.8543,358.0892
Left Controller,12:09:10.6668030,1.084906,-0.813737,3.079719,8.779128,93.90161,13.34222
Right Controller,12:09:10.6668790,1.087116,-0.7856396,2.767657,353.2478,100.8543,358.0892
Left Controller,12:09:10.6694500,1.084922,-0.8137339,3.079665,8.772398,93.91416,13.32355
Right Controller,12:09:10.6695430,1.086983,-0.7855278,2.767982,353.1252,100.8122,358.2832
Left Controller,12:09:10.6806130,1.084922,-0.8137339,3.079665,8.772398,93.91416,13.32355
Right Controller,12:09:10.6806780,1.086983,-0.7855278,2.767982,353.1252,100.8122,358.2832
Left Controller,12:09:10.6831230,1.084954,-0.8137665,3.079628,8.779266,93.91712,13.3061
Right Controller,12:09:10.6832120,1.087039,-0.7855363,2.768165,353.1088,100.7749,358.4204
Left Controller,12:09:10.6946580,1.084954,-0.8137665,3.079628,8.779266,93.91712,13.3061
Right Controller,12:09:10.6947370,1.087039,-0.7855363,2.768165,353.1088,100.7749,358.4204
Left Controller,12:09:10.6971670,1.084988,-0.8138095,3.079607,8.7914,93.91919,13.29562
Right Controller,12:09:10.6972710,1.087093,-0.7855455,2.768184,353.1356,100.739,358.438
Left Controller,12:09:10.7083320,1.084988,-0.8138095,3.079607,8.7914,93.91919,13.29562
Right Controller,12:09:10.7083990,1.087093,-0.7855455,2.768184,353.1356,100.739,358.438
Left Controller,12:09:10.7108010,1.084999,-0.8138188,3.079603,8.793626,93.92227,13.29584
Right Controller,12:09:10.7109020,1.086985,-0.7854183,2.768232,353.0829,100.7035,358.437
Left Controller,12:09:10.7224790,1.084999,-0.8138188,3.079603,8.793626,93.92227,13.29584
Right Controller,12:09:10.7225530,1.086985,-0.7854183,2.768232,353.0829,100.7035,358.437
Left Controller,12:09:10.7245280,1.085002,-0.813805,3.079611,8.785358,93.9327,13.31092
Right Controller,12:09:10.7246090,1.086876,-0.7852687,2.768336,353.0038,100.6383,358.423
Left Controller,12:09:10.7366730,1.085002,-0.813805,3.079611,8.785358,93.9327,13.31092
Right Controller,12:09:10.7367440,1.086876,-0.7852687,2.768336,353.0038,100.6383,358.423
Left Controller,12:09:10.7395920,1.085009,-0.8138053,3.079629,8.787442,93.93527,13.3213
Right Controller,12:09:10.7396800,1.086791,-0.7851546,2.768454,352.9411,100.5452,358.3781
Left Controller,12:09:10.7507030,1.085009,-0.8138053,3.079629,8.787442,93.93527,13.3213
Right Controller,12:09:10.7507730,1.086791,-0.7851546,2.768454,352.9411,100.5452,358.3781
Left Controller,12:09:10.7530160,1.085026,-0.8138326,3.079675,8.803601,93.9222,13.32331
Right Controller,12:09:10.7530980,1.086762,-0.7851648,2.768529,352.9394,100.4724,358.3395
Left Controller,12:09:10.7648170,1.085026,-0.8138326,3.079675,8.803601,93.9222,13.32331
Right Controller,12:09:10.7649020,1.086762,-0.7851648,2.768529,352.9394,100.4724,358.3395
Left Controller,12:09:10.7677980,1.085034,-0.8138428,3.079717,8.8112,93.91001,13.32853
Right Controller,12:09:10.7678950,1.086759,-0.7851958,2.76855,352.9496,100.4535,358.3282
Left Controller,12:09:10.7790650,1.085034,-0.8138428,3.079717,8.8112,93.91001,13.32853
Right Controller,12:09:10.7791420,1.086759,-0.7851958,2.76855,352.9496,100.4535,358.3282
Left Controller,12:09:10.7818120,1.08503,-0.8138487,3.079757,8.811708,93.90202,13.33682
Right Controller,12:09:10.7819110,1.086756,-0.7852129,2.768528,352.9591,100.4559,358.3139
Left Controller,12:09:10.7932690,1.08503,-0.8138487,3.079757,8.811708,93.90202,13.33682
Right Controller,12:09:10.7933340,1.086756,-0.7852129,2.768528,352.9591,100.4559,358.3139
Left Controller,12:09:10.7956660,1.085026,-0.8138633,3.079792,8.81616,93.89167,13.33651
Right Controller,12:09:10.7957640,1.086727,-0.7852052,2.768553,352.9643,100.4177,358.2768
Left Controller,12:09:10.8071460,1.085026,-0.8138633,3.079792,8.81616,93.89167,13.33651
Right Controller,12:09:10.8072120,1.086727,-0.7852052,2.768553,352.9643,100.4177,358.2768
Left Controller,12:09:10.8096060,1.085034,-0.8138856,3.079813,8.82821,93.88066,13.32415
Right Controller,12:09:10.8097090,1.086697,-0.7851847,2.768606,352.9547,100.3782,358.2701
Left Controller,12:09:10.8212390,1.085034,-0.8138856,3.079813,8.82821,93.88066,13.32415
Right Controller,12:09:10.8213060,1.086697,-0.7851847,2.768606,352.9547,100.3782,358.2701
Left Controller,12:09:10.8237940,1.08504,-0.8139063,3.079836,8.836819,93.87055,13.31709
